Survey Year,Institution Name,Match,Classification Name,Sanction Name,Revenues Men's Team
2021,North Carolina State University at Raleigh,North Carolina St.,1,NCAA,15377713
2020,North Carolina State University at Raleigh,North Carolina St.,1,NCAA,9334862
2019,North Carolina State University at Raleigh,North Carolina St.,1,NCAA,15361204
2018,North Carolina State University at Raleigh,North Carolina St.,1,NCAA,16533014
2017,North Carolina State University at Raleigh,North Carolina St.,1,NCAA,16100635
2016,North Carolina State University at Raleigh,North Carolina St.,1,NCAA,14611434
2015,North Carolina State University at Raleigh,North Carolina St.,1,NCAA,13634015
2014,North Carolina State University at Raleigh,North Carolina St.,1,NCAA,13503773
2013,North Carolina State University at Raleigh,North Carolina St.,1,NCAA,12694709
2022,North Dakota State University-Main Campus,North Dakota St.,2,NCAA,1765843
2021,North Dakota State University-Main Campus,North Dakota St.,2,NCAA,1743670
2020,North Dakota State University-Main Campus,North Dakota St.,2,NCAA,1305444
2019,North Dakota State University-Main Campus,North Dakota St.,2,NCAA,1757396
2018,North Dakota State University-Main Campus,North Dakota St.,2,NCAA,1720634
2017,North Dakota State University-Main Campus,North Dakota St.,2,NCAA,1611189
2016,North Dakota State University-Main Campus,North Dakota St.,2,NCAA,1541048
2015,North Dakota State University-Main Campus,North Dakota St.,2,NCAA,1417450
2014,North Dakota State University-Main Campus,North Dakota St.,2,NCAA,1351874
2013,North Dakota State University-Main Campus,North Dakota St.,2,NCAA,1325368
2022,Northeastern University,Northeastern,3,NCAA,3733297
2021,Northeastern University,Northeastern,3,NCAA,3384972
2020,Northeastern University,Northeastern,3,NCAA,3020876
2019,Northeastern University,Northeastern,3,NCAA,3268339
2018,Northeastern University,Northeastern,3,NCAA,3207255
2017,Northeastern University,Northeastern,3,NCAA,3241890
2016,Northeastern University,Northeastern,3,NCAA,2740955
2015,Northeastern University,Northeastern,3,NCAA,2913795
2014,Northeastern University,Northeastern,3,NCAA,2681380
2013,Northeastern University,Northeastern,3,NCAA,2505557
2022,Northern Arizona University,Northern Arizona,2,NCAA,1706778
2021,Northern Arizona University,Northern Arizona,2,NCAA,1776901
2020,Northern Arizona University,Northern Arizona,2,NCAA,1353754
2019,Northern Arizona University,Northern Arizona,2,NCAA,1551799
2018,Northern Arizona University,Northern Arizona,2,NCAA,1805164
2017,Northern Arizona University,Northern Arizona,2,NCAA,1670866
2016,Northern Arizona University,Northern Arizona,2,NCAA,1686631
2015,Northern Arizona University,Northern Arizona,2,NCAA,1611995
2014,Northern Arizona University,Northern Arizona,2,NCAA,1668695
2013,Northern Arizona University,Northern Arizona,2,NCAA,1348607
2022,Northern Illinois University,Northern Illinois,1,NCAA,1249270
2021,Northern Illinois University,Northern Illinois,1,NCAA,1751926
2020,Northern Illinois University,Northern Illinois,1,NCAA,1333393
2019,Northern Illinois University,Northern Illinois,1,NCAA,1703100
2018,Northern Illinois University,Northern Illinois,1,NCAA,1775696
2017,Northern Illinois University,Northern Illinois,1,NCAA,1903995
2016,Northern Illinois University,Northern Illinois,1,NCAA,2004332
2015,Northern Illinois University,Northern Illinois,1,NCAA,1880733
2014,Northern Illinois University,Northern Illinois,1,NCAA,1917270
2013,Northern Illinois University,Northern Illinois,1,NCAA,1655476
2022,Northern Kentucky University,Northern Kentucky,3,NCAA,2537322
2021,Northern Kentucky University,Northern Kentucky,3,NCAA,2397336
2020,Northern Kentucky University,Northern Kentucky,3,NCAA,1939397
2019,Northern Kentucky University,Northern Kentucky,3,NCAA,2536043
2018,Northern Kentucky University,Northern Kentucky,3,NCAA,2470374
2017,Northern Kentucky University,Northern Kentucky,3,NCAA,1965242
2016,Northern Kentucky University,Northern Kentucky,3,NCAA,1829151
2015,Northern Kentucky University,Northern Kentucky,3,NCAA,1623294
2014,Northern Kentucky University,Northern Kentucky,3,NCAA,1581284
2013,Northern Kentucky University,Northern Kentucky,3,NCAA,1717771
2022,Northwestern State University of Louisiana,Northwestern St.,2,NCAA,1628739
2021,Northwestern State University of Louisiana,Northwestern St.,2,NCAA,1255711
2020,Northwestern State University of Louisiana,Northwestern St.,2,NCAA,1200022
2019,Northwestern State University of Louisiana,Northwestern St.,2,NCAA,1043963
2018,Northwestern State University of Louisiana,Northwestern St.,2,NCAA,1132840
2017,Northwestern State University of Louisiana,Northwestern St.,2,NCAA,1171687
2016,Northwestern State University of Louisiana,Northwestern St.,2,NCAA,1166539
2015,Northwestern State University of Louisiana,Northwestern St.,2,NCAA,1023827
2014,Northwestern State University of Louisiana,Northwestern St.,2,NCAA,1076458
2013,Northwestern State University of Louisiana,Northwestern St.,2,NCAA,1009868
2022,Northwestern University,Northwestern,1,NCAA,14053987
2021,Northwestern University,Northwestern,1,NCAA,12188897
2020,Northwestern University,Northwestern,1,NCAA,8754999
2019,Northwestern University,Northwestern,1,NCAA,9116097
2018,Northwestern University,Northwestern,1,NCAA,12669660
2017,Northwestern University,Northwestern,1,NCAA,19562252
2016,Northwestern University,Northwestern,1,NCAA,14581162
2015,Northwestern University,Northwestern,1,NCAA,14140342
2014,Northwestern University,Northwestern,1,NCAA,15053433
2013,Northwestern University,Northwestern,1,NCAA,13508583
2022,Oakland University,Oakland,3,NCAA,2346417
2021,Oakland University,Oakland,3,NCAA,2033397
2020,Oakland University,Oakland,3,NCAA,1687805
2019,Oakland University,Oakland,3,NCAA,2421540
2018,Oakland University,Oakland,3,NCAA,2184404
2017,Oakland University,Oakland,3,NCAA,2480203
2016,Oakland University,Oakland,3,NCAA,2110672
2015,Oakland University,Oakland,3,NCAA,2292638
2014,Oakland University,Oakland,3,NCAA,2045596
2013,Oakland University,Oakland,3,NCAA,2108144
2022,Ohio State University-Main Campus,Ohio St.,1,NCAA,23638698
2021,Ohio State University-Main Campus,Ohio St.,1,NCAA,23575794
2020,Ohio State University-Main Campus,Ohio St.,1,NCAA,15418363
2019,Ohio State University-Main Campus,Ohio St.,1,NCAA,22020260
2018,Ohio State University-Main Campus,Ohio St.,1,NCAA,24953122
2017,Ohio State University-Main Campus,Ohio St.,1,NCAA,24056371
2016,Ohio State University-Main Campus,Ohio St.,1,NCAA,18250063
2015,Ohio State University-Main Campus,Ohio St.,1,NCAA,19872727
2014,Ohio State University-Main Campus,Ohio St.,1,NCAA,24060718
2013,Ohio State University-Main Campus,Ohio St.,1,NCAA,21326066
2022,Ohio University-Main Campus,Ohio,1,NCAA,3513702
2021,Ohio University-Main Campus,Ohio,1,NCAA,3369808
2020,Ohio University-Main Campus,Ohio,1,NCAA,2448308
2019,Ohio University-Main Campus,Ohio,1,NCAA,2824782
2018,Ohio University-Main Campus,Ohio,1,NCAA,3337404
2017,Ohio University-Main Campus,Ohio,1,NCAA,2925475
2016,Ohio University-Main Campus,Ohio,1,NCAA,2596895
2015,Ohio University-Main Campus,Ohio,1,NCAA,2687743
2014,Ohio University-Main Campus,Ohio,1,NCAA,2561849
2013,Ohio University-Main Campus,Ohio,1,NCAA,3672766
2022,Oklahoma State University-Main Campus,Oklahoma St.,1,NCAA,14991097
2021,Oklahoma State University-Main Campus,Oklahoma St.,1,NCAA,11360616
2020,Oklahoma State University-Main Campus,Oklahoma St.,1,NCAA,9334233
2019,Oklahoma State University-Main Campus,Oklahoma St.,1,NCAA,11184901
2018,Oklahoma State University-Main Campus,Oklahoma St.,1,NCAA,12659706
2017,Oklahoma State University-Main Campus,Oklahoma St.,1,NCAA,12438667
2016,Oklahoma State University-Main Campus,Oklahoma St.,1,NCAA,11720028
2015,Oklahoma State University-Main Campus,Oklahoma St.,1,NCAA,11001125
2014,Oklahoma State University-Main Campus,Oklahoma St.,1,NCAA,11730649
2013,Oklahoma State University-Main Campus,Oklahoma St.,1,NCAA,10920836
2022,Old Dominion University,Old Dominion,1,NCAA,3741903
2021,Old Dominion University,Old Dominion,1,NCAA,3403413
2020,Old Dominion University,Old Dominion,1,NCAA,2710776
2019,Old Dominion University,Old Dominion,1,NCAA,3520745
2018,Old Dominion University,Old Dominion,1,NCAA,3953002
2017,Old Dominion University,Old Dominion,1,NCAA,3348329
2016,Old Dominion University,Old Dominion,1,NCAA,3628513
2015,Old Dominion University,Old Dominion,1,NCAA,3583117
2014,Old Dominion University,Old Dominion,2,NCAA,3345670
2013,Old Dominion University,Old Dominion,2,NCAA,3106017
2022,Oral Roberts University,Oral Roberts,3,NCAA,2888076
2021,Oral Roberts University,Oral Roberts,3,NCAA,2206012
2020,Oral Roberts University,Oral Roberts,3,NCAA,2104244
2019,Oral Roberts University,Oral Roberts,3,NCAA,2387907
2018,Oral Roberts University,Oral Roberts,3,NCAA,2300880
2017,Oral Roberts University,Oral Roberts,3,NCAA,2767146
2016,Oral Roberts University,Oral Roberts,3,NCAA,2620054
2015,Oral Roberts University,Oral Roberts,3,NCAA,3129121
2014,Oral Roberts University,Oral Roberts,3,NCAA,2749764
2013,Oral Roberts University,Oral Roberts,3,NCAA,2712614
2022,Oregon State University,Oregon St.,1,NCAA,7838931
2021,Oregon State University,Oregon St.,1,NCAA,7493117
2020,Oregon State University,Oregon St.,1,NCAA,4943574
2019,Oregon State University,Oregon St.,1,NCAA,6613500
2018,Oregon State University,Oregon St.,1,NCAA,6326806
2017,Oregon State University,Oregon St.,1,NCAA,6950454
2016,Oregon State University,Oregon St.,1,NCAA,6321026
2015,Oregon State University,Oregon St.,1,NCAA,5834462
2014,Oregon State University,Oregon St.,1,NCAA,5365948
2013,Oregon State University,Oregon St.,1,NCAA,5526106
2022,Pepperdine University,Pepperdine,3,NCAA,4407186
2021,Pepperdine University,Pepperdine,3,NCAA,4185927
2020,Pepperdine University,Pepperdine,3,NCAA,3360468
2019,Pepperdine University,Pepperdine,3,NCAA,4291529
2018,Pepperdine University,Pepperdine,3,NCAA,3975688
2017,Pepperdine University,Pepperdine,3,NCAA,3746526
2016,Pepperdine University,Pepperdine,3,NCAA,2830636
2015,Pepperdine University,Pepperdine,3,NCAA,2561072
2014,Pepperdine University,Pepperdine,3,NCAA,2599492
2013,Pepperdine University,Pepperdine,3,NCAA,2200114
2022,Portland State University,Portland St.,2,NCAA,1956434
2021,Portland State University,Portland St.,2,NCAA,1718596
2020,Portland State University,Portland St.,2,NCAA,1375780
2019,Portland State University,Portland St.,2,NCAA,1414241
2018,Portland State University,Portland St.,2,NCAA,1809651
2017,Portland State University,Portland St.,2,NCAA,1320231
2016,Portland State University,Portland St.,2,NCAA,1327806
2015,Portland State University,Portland St.,2,NCAA,1284182
2014,Portland State University,Portland St.,2,NCAA,1172157
2013,Portland State University,Portland St.,2,NCAA,1173332
2022,Prairie View A & M University,Prairie View A&M,2,NCAA,1259630
2021,Prairie View A & M University,Prairie View A&M,2,NCAA,1259630
2020,Prairie View A & M University,Prairie View A&M,2,NCAA,1055996
2019,Prairie View A & M University,Prairie View A&M,2,NCAA,1199860
2018,Prairie View A & M University,Prairie View A&M,2,NCAA,1184538
2017,Prairie View A & M University,Prairie View A&M,2,NCAA,1131873
2016,Prairie View A & M University,Prairie View A&M,2,NCAA,930482
2015,Prairie View A & M University,Prairie View A&M,2,NCAA,910637
2014,Prairie View A & M University,Prairie View A&M,2,NCAA,822352
2013,Prairie View A & M University,Prairie View A&M,2,NCAA,898779
2022,Purdue University-Main Campus,Purdue,1,NCAA,16311833
2021,Purdue University-Main Campus,Purdue,1,NCAA,18911360
2020,Purdue University-Main Campus,Purdue,1,NCAA,9121567
2019,Purdue University-Main Campus,Purdue,1,NCAA,15155248
2018,Purdue University-Main Campus,Purdue,1,NCAA,18017191
2017,Purdue University-Main Campus,Purdue,1,NCAA,9891222
2016,Purdue University-Main Campus,Purdue,1,NCAA,10171629
2015,Purdue University-Main Campus,Purdue,1,NCAA,10375722
2014,Purdue University-Main Campus,Purdue,1,NCAA,9869091
2013,Purdue University-Main Campus,Purdue,1,NCAA,9492614
2022,Quinnipiac University,Quinnipiac,3,NCAA,2837501
2021,Quinnipiac University,Quinnipiac,3,NCAA,2865342
2020,Quinnipiac University,Quinnipiac,3,NCAA,2733352
2019,Quinnipiac University,Quinnipiac,3,NCAA,3046181
2018,Quinnipiac University,Quinnipiac,3,NCAA,3203013
2017,Quinnipiac University,Quinnipiac,3,NCAA,3193567
2016,Quinnipiac University,Quinnipiac,3,NCAA,2609446
2015,Quinnipiac University,Quinnipiac,3,NCAA,2516824
2014,Quinnipiac University,Quinnipiac,3,NCAA,2415222
2013,Quinnipiac University,Quinnipiac,3,NCAA,2489631
2022,Radford University,Radford,3,NCAA,1913286
2021,Radford University,Radford,3,NCAA,1688025
2020,Radford University,Radford,3,NCAA,1538143
2019,Radford University,Radford,3,NCAA,532253
2018,Radford University,Radford,3,NCAA,1682177
2017,Radford University,Radford,3,NCAA,1605340
2016,Radford University,Radford,3,NCAA,2325900
2015,Radford University,Radford,3,NCAA,1327458
2014,Radford University,Radford,3,NCAA,1308719
2013,Radford University,Radford,3,NCAA,1434019
2022,Rice University,Rice,1,NCAA,3465436
2021,Rice University,Rice,1,NCAA,3507525
2020,Rice University,Rice,1,NCAA,2778663
2019,Rice University,Rice,1,NCAA,3277980
2018,Rice University,Rice,1,NCAA,3169654
2017,Rice University,Rice,1,NCAA,3257777
2016,Rice University,Rice,1,NCAA,3599914
2015,Rice University,Rice,1,NCAA,3427660
2014,Rice University,Rice,1,NCAA,3251857
2013,Rice University,Rice,1,NCAA,3623228
2022,Rider University,Rider,3,NCAA,2284959
2021,Rider University,Rider,3,NCAA,2314113
2020,Rider University,Rider,3,NCAA,1964716
2019,Rider University,Rider,3,NCAA,2228897
2018,Rider University,Rider,3,NCAA,2508228
2017,Rider University,Rider,3,NCAA,2055949
2016,Rider University,Rider,3,NCAA,2038734
2015,Rider University,Rider,3,NCAA,1774910
2014,Rider University,Rider,3,NCAA,1750649
2013,Rider University,Rider,3,NCAA,1568996
2022,Robert Morris University,Robert Morris,2,NCAA,2304643
2021,Robert Morris University,Robert Morris,2,NCAA,2153913
2020,Robert Morris University,Robert Morris,2,NCAA,1832450
2019,Robert Morris University,Robert Morris,2,NCAA,2220578
2018,Robert Morris University,Robert Morris,2,NCAA,2661978
2017,Robert Morris University,Robert Morris,2,NCAA,2206245
2016,Robert Morris University,Robert Morris,2,NCAA,2179096
2015,Robert Morris University,Robert Morris,2,NCAA,1962797
2014,Robert Morris University,Robert Morris,2,NCAA,1920127
2013,Robert Morris University,Robert Morris,2,NCAA,1599649
2022,Rutgers University-New Brunswick,Rutgers,1,NCAA,13483073
2021,Rutgers University-New Brunswick,Rutgers,1,NCAA,10503109
2020,Rutgers University-New Brunswick,Rutgers,1,NCAA,7925210
2019,Rutgers University-New Brunswick,Rutgers,1,NCAA,8249544
2018,Rutgers University-New Brunswick,Rutgers,1,NCAA,7545360
2017,Rutgers University-New Brunswick,Rutgers,1,NCAA,8333665
2016,Rutgers University-New Brunswick,Rutgers,1,NCAA,8168723
2015,Rutgers University-New Brunswick,Rutgers,1,NCAA,6147089
2014,Rutgers University-New Brunswick,Rutgers,1,NCAA,5790981
2013,Rutgers University-New Brunswick,Rutgers,1,NCAA,5864737
2022,Sacred Heart University,Sacred Heart,2,NCAA,1749823
2021,Sacred Heart University,Sacred Heart,2,NCAA,1768530
2020,Sacred Heart University,Sacred Heart,2,NCAA,1519308
2019,Sacred Heart University,Sacred Heart,2,NCAA,1582453
2018,Sacred Heart University,Sacred Heart,2,NCAA,1496346
2017,Sacred Heart University,Sacred Heart,2,NCAA,1483982
2016,Sacred Heart University,Sacred Heart,2,NCAA,1387829
2015,Sacred Heart University,Sacred Heart,2,NCAA,1431536
2014,Sacred Heart University,Sacred Heart,2,NCAA,1394831
2013,Sacred Heart University,Sacred Heart,2,NCAA,1410349
2022,Saint Francis University,St. Francis PA,2,NCAA,1853791
2021,Saint Francis University,St. Francis PA,2,NCAA,1804351
2020,Saint Francis University,St. Francis PA,2,NCAA,1571791
2019,Saint Francis University,St. Francis PA,2,NCAA,1722704
2018,Saint Francis University,St. Francis PA,2,NCAA,2040877
2017,Saint Francis University,St. Francis PA,2,NCAA,1749067
2016,Saint Francis University,St. Francis PA,2,NCAA,1673478
2015,Saint Francis University,St. Francis PA,2,NCAA,1529048
2014,Saint Francis University,St. Francis PA,2,NCAA,1551005
2013,Saint Francis University,St. Francis PA,2,NCAA,1300251
2022,Saint Joseph's University,Saint Joseph's,3,NCAA,5778456
2021,Saint Joseph's University,Saint Joseph's,3,NCAA,5251050
2020,Saint Joseph's University,Saint Joseph's,3,NCAA,4137001
2019,Saint Joseph's University,Saint Joseph's,3,NCAA,4424092
2018,Saint Joseph's University,Saint Joseph's,3,NCAA,6152876
2017,Saint Joseph's University,Saint Joseph's,3,NCAA,4231094
